652718507,842730469,1495448976
652719297,842730469,1495449766
652719297,842730469,1495449766
652719297,842730469,1495449766
652719297,842730469,1495449766
652719297,842730475,1495449772
652720046,842730475,1495450521
652720046,842730475,1495450521
652720046,842730475,1495450521
652720046,842730475,1495450521
652720046,842730481,1495450527
652720046,842730481,1495450527
652720046,842730481,1495450527
652720046,842730481,1495450527
652720046,842730481,1495450527
652720310,842730487,1495450797
652720310,842730487,1495450797
652720310,842730487,1495450797
652720310,842730487,1495450797
652720310,842730487,1495450797
652720310,842730493,1495450803
652720310,842730493,1495450803
652720409,842730493,1495450902
652720409,842730493,1495450902
652720409,842730493,1495450902
652720409,842730499,1495450908
652720409,842730499,1495450908
652720409,842730499,1495450908
652720409,842730499,1495450908
652721145,842730499,1495451644
652721145,842730505,1495451650
652721145,842730505,1495451650
652721145,842730505,1495451650
652721145,842730505,1495451650
652721145,842730511,1495451656
652721145,842730511,1495451656
652721145,842730511,1495451656
652721145,842730511,1495451656
652721145,842730511,1495451656
652721145,842730517,1495451662
652721145,842730517,1495451662
652721145,842730517,1495451662
652721145,842730517,1495451662
652721244,842730517,1495451761
652721508,842730523,1495452031
652721508,842730523,1495452031
652721508,842730523,1495452031
652721508,842730523,1495452031
652721508,842730828,1495452336
652721508,842730834,1495452342
652721508,842730834,1495452342
652721508,842730834,1495452342
652721508,842730834,1495452342
652721508,842730834,1495452342
652721508,842730840,1495452348
652721508,842730840,1495452348
652721508,842730840,1495452348
652721508,842730840,1495452348
652721508,842730840,1495452348
652721508,842730846,1495452354
652721508,842730846,1495452354
652722245,842861294,1495583539
653749971,843488079,1497238050
653749971,843489395,1497239366
653750707,843490711,1497241418
653750806,843492027,1497242833
653750806,843493343,1497244149
653750806,843769099,1497519905
653750806,843976121,1497726927
653751544,850495456,1504247000
653751544,850497508,1504249052
653752378,850498824,1504251202
653752378,850500140,1504252518
653752378,850501462,1504253840
653753380,850502778,1504256158
653753380,850504094,1504257474
653753380,851479213,1505232593
653753380,851480529,1505233909
653753380,851481851,1505235231
653753380,851483167,1505236547
653753380,851484483,1505237863
653754118,851485799,1505239917
653754118,851487115,1505241233
653754118,851488437,1505242555
653754856,851489753,1505244609
653755594,851491069,1505246663
653755693,851492385,1505248078
653755693,851493701,1505249394
653755693,851495023,1505250716
653755693,851496339,1505252032
653755693,851498235,1505253928
653755693,851499551,1505255244
653755693,851500867,1505256560
653755693,851502189,1505257882
653755693,851503505,1505259198
653755693,851504821,1505260514
653755693,851506137,1505261830
653755693,851507453,1505263146
653755693,851508775,1505264468
653755693,851510091,1505265784
653755693,851511407,1505267100
653755693,851512723,1505268416
653755693,851514039,1505269732
653756703,851515361,1505272064
653756703,851516677,1505273380
653756703,851517993,1505274696
653756703,851519309,1505276012
653756802,851520625,1505277427
653756802,851521947,1505278749
653756802,851523263,1505280065
653756802,851525315,1505282117
653756802,851526631,1505283433
653756802,851527947,1505284749
653756802,851529269,1505286071
653756802,851530585,1505287387
653756802,851531901,1505288703
653756802,851533217,1505290019
653756802,851534539,1505291341
653756802,851535855,1505292657
653756802,851537171,1505293973
653756802,851538487,1505295289
653756802,851539803,1505296605
653756802,851541125,1505297927
653756802,851542441,1505299243
653756802,851543757,1505300559
653756802,851545073,1505301875
653756802,851546389,1505303191
653756802,851547711,1505304513
653756802,851549027,1505305829
653756901,851550343,1505307244
653756901,851551659,1505308560
653756901,851552975,1505309876
653757901,851554877,1505312778
653757901,851556193,1505314094
653757901,851557509,1505315410
653757901,851558825,1505316726
653757901,851560141,1505318042
653758637,851561463,1505320100
653758637,851562779,1505321416
653758637,851564095,1505322732
653758637,851565411,1505324048
653758733,851566727,1505325460
653758733,851568049,1505326782
653758733,851569365,1505328098
653758733,851570681,1505329414
653758733,851571997,1505330730
653758733,851573568,1505332301
653758733,851574890,1505333623
653758733,851576206,1505334939
653758733,851577522,1505336255
653758832,851578838,1505337670
653758832,851580154,1505338986
653758832,851581476,1505340308
653758832,851582792,1505341624
653758832,851584844,1505343676
653758832,851586160,1505344992
653758832,851587482,1505346314
653758832,851588798,1505347630
653758832,851590114,1505348946
653758832,851591430,1505350262
653758832,851592746,1505351578
653759096,851594068,1505353164
653759096,851595384,1505354480
653759096,851596700,1505355796
653759096,851598016,1505357112
653759096,851599332,1505358428
653759096,851600654,1505359750
653759096,851601970,1505361066
653759096,851603286,1505362382
653759096,851604602,1505363698
653759096,851605918,1505365014
653759096,851607240,1505366336
653759195,851608556,1505367751
653759195,851609872,1505369067
653759195,851611188,1505370383
653759195,851612504,1505371699
653759195,851614406,1505373601
653759195,851615722,1505374917
653759195,851617038,1505376233
653759195,851618354,1505377549
653759195,851619670,1505378865
653759195,851620992,1505380187
653759195,851622308,1505381503
653759195,851623624,1505382819
653759195,851624940,1505384135
653759195,851626256,1505385451
653759195,851627578,1505386773
653759195,851628894,1505388089
653759195,851630210,1505389405
653759195,851631526,1505390721
653759195,851632842,1505392037
653759459,851634164,1505393623
653759459,851635480,1505394939
653760292,851636796,1505397088
653760292,851638112,1505398404
653760292,851639428,1505399720
653761026,851640750,1505401776
653761026,851642802,1505403828
653761026,851644118,1505405144
653761760,851645434,1505407194
653761760,851646756,1505408516
653761760,851648072,1505409832
653761760,851649388,1505411148
653761760,851650704,1505412464
653761760,851652020,1505413780
653761760,851653342,1505415102
653763228,851654658,1505417886
653763228,851655974,1505419202
653763228,851657290,1505420518
653763228,851658606,1505421834
653763228,851659928,1505423156
653763324,851661244,1505424568
653763324,851662560,1505425884
653763324,851663876,1505427200
653763423,851665192,1505428615
653764157,851666514,1505430671
653764157,851667830,1505431987
653764157,851669146,1505433303
653764157,851670462,1505434619
653764157,851671778,1505435935
653764421,851673680,1505438101
653764421,851674996,1505439417
653764421,851676312,1505440733
653764421,851677628,1505442049
653764421,851678944,1505443365
653764421,851680266,1505444687
653764421,851681582,1505446003
653764421,851682898,1505447319
653765155,851684214,1505449369
653765889,851685530,1505451419
653765889,851686852,1505452741
653765889,851688168,1505454057
653765889,851689484,1505455373
653765889,851690800,1505456689
653765889,851692116,1505458005
653765889,851693438,1505459327
653765988,851694754,1505460742
653765988,851696070,1505462058
653766722,851697386,1505464108
653766722,851699444,1505466166
653766722,851700760,1505467482
653766722,851702076,1505468798
653766722,851703392,1505470114
653766722,851704947,1505471669
653766722,851706269,1505472991
653766722,851707585,1505474307
653766722,851708901,1505475623
653766722,851710217,1505476939
653766722,851711533,1505478255
653766986,851712855,1505479841
653766986,851714171,1505481157
653766986,851715487,1505482473
653766986,851716803,1505483789
653766986,851718119,1505485105
653766986,851719441,1505486427
653766986,851720757,1505487743
653766986,851722073,1505489059
653767085,851723389,1505490474
653767085,851724705,1505491790
653767085,851726607,1505493692
653767085,851727923,1505495008
653767085,851729239,1505496324
653767085,851730555,1505497640
